,rno,name,gender,courses,marks1,marks2
75838,75839,Student75839,F,MTECH,61,26
75839,75840,Student75840,F,MTECH,56,40
75840,75841,Student75841,F,MBA,11,44
75841,75842,Student75842,M,MTECH,94,51
75842,75843,Student75843,F,MBA,43,97
75843,75844,Student75844,M,BBA,41,95
75844,75845,Student75845,F,BTECH,93,62
75845,75846,Student75846,M,BBA,66,8
75846,75847,Student75847,F,MTECH,81,72
75847,75848,Student75848,F,MBA,33,14
75848,75849,Student75849,M,MBA,22,23
75849,75850,Student75850,F,MTECH,63,72
75850,75851,Student75851,F,BTECH,56,32
75851,75852,Student75852,F,BBA,72,50
75852,75853,Student75853,M,BTECH,33,22
75853,75854,Student75854,M,BBA,63,16
75854,75855,Student75855,M,BTECH,63,84
75855,75856,Student75856,F,MBA,4,49
75856,75857,Student75857,F,BBA,19,43
75857,75858,Student75858,M,BTECH,37,72
75858,75859,Student75859,F,MTECH,2,11
75859,75860,Student75860,M,MBA,83,26
75860,75861,Student75861,F,BBA,96,21
75861,75862,Student75862,F,BBA,33,31
75862,75863,Student75863,M,MTECH,21,5
75863,75864,Student75864,M,BTECH,22,46
75864,75865,Student75865,F,BBA,99,37
75865,75866,Student75866,F,BTECH,11,40
75866,75867,Student75867,M,BBA,84,91
75867,75868,Student75868,M,MBA,84,15
75868,75869,Student75869,M,MBA,9,24
75869,75870,Student75870,M,MBA,17,64
75870,75871,Student75871,M,MBA,15,91
75871,75872,Student75872,F,MTECH,4,58
75872,75873,Student75873,M,MTECH,19,36
75873,75874,Student75874,F,BTECH,57,84
75874,75875,Student75875,M,BTECH,17,28
75875,75876,Student75876,M,BBA,17,68
75876,75877,Student75877,F,BBA,34,8
75877,75878,Student75878,M,BTECH,1,81
75878,75879,Student75879,M,BBA,6,78
75879,75880,Student75880,F,BBA,68,18
75880,75881,Student75881,M,MBA,73,7
75881,75882,Student75882,F,BBA,53,18
75882,75883,Student75883,F,MTECH,97,74
75883,75884,Student75884,M,BTECH,36,13
75884,75885,Student75885,M,BBA,1,29
75885,75886,Student75886,M,MBA,93,54
75886,75887,Student75887,F,BTECH,91,90
75887,75888,Student75888,M,BBA,8,70
75888,75889,Student75889,F,MBA,43,6
75889,75890,Student75890,M,MBA,35,73
75890,75891,Student75891,M,MTECH,48,7
75891,75892,Student75892,M,BTECH,86,49
75892,75893,Student75893,F,BTECH,92,95
75893,75894,Student75894,F,MBA,99,5
75894,75895,Student75895,F,MBA,97,54
75895,75896,Student75896,F,MTECH,28,38
75896,75897,Student75897,F,BTECH,11,34
75897,75898,Student75898,M,MTECH,70,74
75898,75899,Student75899,F,MTECH,95,60
75899,75900,Student75900,M,MTECH,73,73
75900,75901,Student75901,M,MBA,76,17
75901,75902,Student75902,M,MTECH,58,1
75902,75903,Student75903,M,BBA,16,18
75903,75904,Student75904,F,BBA,26,56
75904,75905,Student75905,M,BBA,20,90
75905,75906,Student75906,F,BTECH,77,2
75906,75907,Student75907,M,BTECH,78,23
75907,75908,Student75908,F,MTECH,99,50
75908,75909,Student75909,F,MBA,90,10
75909,75910,Student75910,M,MTECH,80,13
75910,75911,Student75911,M,BBA,77,31
75911,75912,Student75912,M,MBA,34,22
75912,75913,Student75913,M,MTECH,35,16
75913,75914,Student75914,M,BBA,47,20
75914,75915,Student75915,F,BTECH,25,60
75915,75916,Student75916,M,BBA,60,24
75916,75917,Student75917,M,BTECH,76,19
75917,75918,Student75918,F,MTECH,51,25
75918,75919,Student75919,M,MTECH,62,17
75919,75920,Student75920,M,BTECH,2,26
75920,75921,Student75921,M,MTECH,69,98
75921,75922,Student75922,M,MBA,71,31
75922,75923,Student75923,M,BBA,46,6
75923,75924,Student75924,F,MTECH,29,3
75924,75925,Student75925,F,MTECH,33,56
75925,75926,Student75926,F,MTECH,84,0
75926,75927,Student75927,F,BTECH,32,47
75927,75928,Student75928,M,BBA,25,81
75928,75929,Student75929,M,BBA,38,16
75929,75930,Student75930,M,MBA,0,88
75930,75931,Student75931,F,MTECH,3,67
75931,75932,Student75932,F,MBA,15,69
75932,75933,Student75933,M,MBA,11,74
75933,75934,Student75934,M,BTECH,90,82
75934,75935,Student75935,M,BBA,24,51
75935,75936,Student75936,F,BBA,16,44
75936,75937,Student75937,M,MBA,83,12
75937,75938,Student75938,M,BBA,50,90
75938,75939,Student75939,F,MBA,30,35
75939,75940,Student75940,F,BTECH,93,61
75940,75941,Student75941,F,MTECH,58,19
75941,75942,Student75942,F,BTECH,44,87
75942,75943,Student75943,F,MTECH,74,66
75943,75944,Student75944,F,BBA,89,17
75944,75945,Student75945,M,MTECH,28,78
75945,75946,Student75946,M,MTECH,29,15
75946,75947,Student75947,F,MTECH,38,47
75947,75948,Student75948,F,MBA,88,23
75948,75949,Student75949,F,BTECH,85,50
75949,75950,Student75950,M,MBA,61,98
75950,75951,Student75951,F,BBA,99,98
75951,75952,Student75952,M,MTECH,21,22
75952,75953,Student75953,F,BBA,17,3
75953,75954,Student75954,F,BBA,24,11
75954,75955,Student75955,F,MBA,95,9
75955,75956,Student75956,M,BBA,18,20
75956,75957,Student75957,M,MBA,33,54
75957,75958,Student75958,M,BTECH,61,20
75958,75959,Student75959,M,MTECH,17,18
75959,75960,Student75960,F,BBA,61,35
75960,75961,Student75961,F,BTECH,100,80
75961,75962,Student75962,F,BBA,16,21
75962,75963,Student75963,M,BTECH,27,66
75963,75964,Student75964,F,BBA,83,52
75964,75965,Student75965,F,BBA,16,42
75965,75966,Student75966,F,MTECH,44,36
75966,75967,Student75967,M,MBA,68,49
75967,75968,Student75968,M,BTECH,6,89
75968,75969,Student75969,F,MBA,17,60
75969,75970,Student75970,F,MBA,61,91
75970,75971,Student75971,M,MBA,7,30
75971,75972,Student75972,M,MBA,86,6
75972,75973,Student75973,F,MBA,72,29
75973,75974,Student75974,F,BBA,43,75
75974,75975,Student75975,M,MTECH,90,60
75975,75976,Student75976,F,BTECH,10,49
75976,75977,Student75977,F,MBA,14,79
75977,75978,Student75978,M,MBA,2,91
75978,75979,Student75979,M,BBA,20,59
75979,75980,Student75980,M,MBA,59,79
75980,75981,Student75981,F,BBA,33,92
75981,75982,Student75982,F,BTECH,63,84
75982,75983,Student75983,M,BBA,98,73
75983,75984,Student75984,M,MBA,36,83
75984,75985,Student75985,F,BBA,68,60
75985,75986,Student75986,M,BBA,25,84
75986,75987,Student75987,F,MTECH,24,28
75987,75988,Student75988,F,MBA,17,65
75988,75989,Student75989,F,BBA,4,22
75989,75990,Student75990,M,MTECH,52,66
75990,75991,Student75991,M,BTECH,13,92
75991,75992,Student75992,M,MTECH,39,26
75992,75993,Student75993,F,BTECH,82,85
75993,75994,Student75994,F,MBA,70,91
75994,75995,Student75995,M,BTECH,64,15
75995,75996,Student75996,M,MTECH,69,89
75996,75997,Student75997,M,MBA,65,78
75997,75998,Student75998,M,MTECH,93,58
75998,75999,Student75999,F,BTECH,49,1
75999,76000,Student76000,M,BBA,40,43
76000,76001,Student76001,F,MBA,13,87
76001,76002,Student76002,F,BBA,56,83
76002,76003,Student76003,M,MTECH,96,8
76003,76004,Student76004,F,BTECH,74,96
76004,76005,Student76005,F,BTECH,21,0
76005,76006,Student76006,M,MBA,15,50
76006,76007,Student76007,F,BTECH,4,86
76007,76008,Student76008,F,MBA,82,92
76008,76009,Student76009,F,MTECH,5,20
76009,76010,Student76010,F,MBA,46,60
76010,76011,Student76011,M,MTECH,82,49
76011,76012,Student76012,M,MTECH,94,82
76012,76013,Student76013,M,BTECH,9,43
76013,76014,Student76014,F,BTECH,76,54
76014,76015,Student76015,F,BTECH,41,11
76015,76016,Student76016,F,BBA,28,45
76016,76017,Student76017,F,MTECH,26,57
76017,76018,Student76018,M,BTECH,32,7
76018,76019,Student76019,M,BTECH,58,0
76019,76020,Student76020,M,BTECH,62,97
76020,76021,Student76021,M,MBA,83,47
76021,76022,Student76022,F,MTECH,41,100
76022,76023,Student76023,F,BBA,39,3
76023,76024,Student76024,M,MBA,51,9
76024,76025,Student76025,M,MBA,88,18
76025,76026,Student76026,F,MTECH,81,19
76026,76027,Student76027,M,MTECH,68,49
76027,76028,Student76028,M,BTECH,13,29
76028,76029,Student76029,M,MTECH,37,26
76029,76030,Student76030,M,MTECH,86,61
76030,76031,Student76031,M,MBA,47,26
76031,76032,Student76032,F,MBA,68,35
76032,76033,Student76033,M,MBA,9,38
76033,76034,Student76034,F,BBA,18,16
76034,76035,Student76035,F,MTECH,61,95
76035,76036,Student76036,M,MTECH,65,9
76036,76037,Student76037,M,MBA,53,34
76037,76038,Student76038,M,MBA,35,24
76038,76039,Student76039,M,MTECH,100,80
76039,76040,Student76040,M,MBA,0,46
76040,76041,Student76041,M,BTECH,96,29
76041,76042,Student76042,M,BTECH,90,70
76042,76043,Student76043,M,MTECH,25,77
76043,76044,Student76044,F,MBA,95,24
76044,76045,Student76045,F,BBA,91,21
76045,76046,Student76046,M,MTECH,96,45
76046,76047,Student76047,M,MBA,71,71
76047,76048,Student76048,F,BTECH,39,73
76048,76049,Student76049,M,MTECH,48,99
76049,76050,Student76050,F,MBA,73,20
76050,76051,Student76051,M,BBA,81,32
76051,76052,Student76052,M,MBA,90,81
76052,76053,Student76053,F,MTECH,24,5
76053,76054,Student76054,F,MBA,71,73
76054,76055,Student76055,M,BTECH,25,99
76055,76056,Student76056,M,MBA,29,71
76056,76057,Student76057,F,BTECH,16,97
76057,76058,Student76058,F,BTECH,76,53
76058,76059,Student76059,F,MTECH,28,73
76059,76060,Student76060,F,MBA,83,91
76060,76061,Student76061,M,MTECH,4,11
76061,76062,Student76062,M,MTECH,3,75
76062,76063,Student76063,F,BTECH,73,28
76063,76064,Student76064,F,BTECH,78,93
76064,76065,Student76065,M,MTECH,15,58
76065,76066,Student76066,F,BTECH,48,21
76066,76067,Student76067,M,BTECH,85,59
76067,76068,Student76068,F,BTECH,99,50
76068,76069,Student76069,M,MTECH,87,8
76069,76070,Student76070,M,MTECH,73,6
76070,76071,Student76071,F,BBA,40,83
76071,76072,Student76072,F,MTECH,0,48
76072,76073,Student76073,F,BTECH,79,85
76073,76074,Student76074,M,MBA,35,83
76074,76075,Student76075,M,MTECH,29,47
76075,76076,Student76076,F,MBA,76,81
76076,76077,Student76077,F,BTECH,85,1
76077,76078,Student76078,F,MTECH,49,41
76078,76079,Student76079,F,BBA,35,58
76079,76080,Student76080,F,MBA,0,96
76080,76081,Student76081,F,MBA,76,74
76081,76082,Student76082,F,MBA,19,98
76082,76083,Student76083,M,BTECH,16,26
76083,76084,Student76084,M,MBA,83,58
76084,76085,Student76085,F,MTECH,0,39
76085,76086,Student76086,F,MTECH,34,99
76086,76087,Student76087,F,BBA,19,5
76087,76088,Student76088,M,BBA,9,16
76088,76089,Student76089,F,MTECH,42,10
76089,76090,Student76090,M,MTECH,92,33
76090,76091,Student76091,F,MTECH,57,8
76091,76092,Student76092,F,BTECH,51,14
76092,76093,Student76093,M,BBA,58,69
76093,76094,Student76094,M,BBA,8,6
76094,76095,Student76095,M,BBA,9,94
76095,76096,Student76096,M,MBA,20,59
76096,76097,Student76097,F,BTECH,78,18
76097,76098,Student76098,F,MBA,7,9
76098,76099,Student76099,M,BTECH,29,17
76099,76100,Student76100,F,MBA,66,59
76100,76101,Student76101,F,BBA,80,32
76101,76102,Student76102,F,BTECH,22,40
76102,76103,Student76103,F,MBA,98,14
76103,76104,Student76104,M,BBA,54,82
76104,76105,Student76105,F,MTECH,58,15
76105,76106,Student76106,F,MBA,8,49
76106,76107,Student76107,F,MBA,43,20
76107,76108,Student76108,F,BTECH,69,37
76108,76109,Student76109,M,BBA,71,25
76109,76110,Student76110,F,MTECH,38,47
76110,76111,Student76111,M,MBA,84,72
76111,76112,Student76112,M,BBA,46,4
76112,76113,Student76113,F,BBA,88,70
76113,76114,Student76114,F,BTECH,74,54
76114,76115,Student76115,F,BTECH,79,89
76115,76116,Student76116,M,BBA,37,67
76116,76117,Student76117,F,BTECH,87,37
76117,76118,Student76118,M,MBA,35,72
76118,76119,Student76119,M,MTECH,33,59
76119,76120,Student76120,F,BTECH,2,41
76120,76121,Student76121,M,MTECH,33,6
76121,76122,Student76122,F,MBA,19,87
76122,76123,Student76123,M,MBA,47,62
76123,76124,Student76124,F,BBA,8,21
76124,76125,Student76125,F,BTECH,58,66
76125,76126,Student76126,F,MBA,72,13
76126,76127,Student76127,F,BBA,22,52
76127,76128,Student76128,F,BBA,72,24
76128,76129,Student76129,F,MTECH,62,39
76129,76130,Student76130,M,MTECH,67,89
76130,76131,Student76131,F,MBA,21,90
76131,76132,Student76132,M,BBA,32,90
76132,76133,Student76133,M,BBA,84,40
76133,76134,Student76134,F,MTECH,21,64
76134,76135,Student76135,F,BBA,66,73
76135,76136,Student76136,M,MTECH,48,26
76136,76137,Student76137,F,BTECH,64,81
76137,76138,Student76138,F,MTECH,6,64
76138,76139,Student76139,M,MTECH,99,77
76139,76140,Student76140,F,BBA,82,70
76140,76141,Student76141,M,BTECH,8,24
76141,76142,Student76142,F,MTECH,25,6
76142,76143,Student76143,F,BBA,64,45
76143,76144,Student76144,M,MTECH,79,71
76144,76145,Student76145,M,BTECH,28,39
76145,76146,Student76146,M,BTECH,80,92
76146,76147,Student76147,F,BTECH,41,40
76147,76148,Student76148,M,BBA,48,16
76148,76149,Student76149,M,BTECH,1,44
76149,76150,Student76150,F,BBA,20,58
76150,76151,Student76151,M,MBA,75,16
76151,76152,Student76152,F,MTECH,58,58
76152,76153,Student76153,M,MBA,46,95
76153,76154,Student76154,F,MTECH,61,45
76154,76155,Student76155,F,BBA,1,89
76155,76156,Student76156,F,MTECH,53,24
76156,76157,Student76157,F,MTECH,30,65
76157,76158,Student76158,M,BBA,80,18
76158,76159,Student76159,F,MTECH,96,31
76159,76160,Student76160,M,BTECH,65,97
76160,76161,Student76161,F,BBA,68,14
76161,76162,Student76162,M,MBA,43,73
76162,76163,Student76163,F,MTECH,87,80
76163,76164,Student76164,F,MTECH,90,65
76164,76165,Student76165,F,BTECH,87,34
76165,76166,Student76166,M,MBA,15,20
76166,76167,Student76167,F,BBA,60,62
76167,76168,Student76168,F,BTECH,58,37
76168,76169,Student76169,F,BBA,77,11
76169,76170,Student76170,F,BBA,25,46
76170,76171,Student76171,F,MTECH,1,4
76171,76172,Student76172,F,BTECH,4,16
76172,76173,Student76173,F,BTECH,73,15
76173,76174,Student76174,F,MTECH,67,64
76174,76175,Student76175,F,BTECH,89,57
76175,76176,Student76176,F,BBA,66,95
76176,76177,Student76177,F,BBA,67,15
76177,76178,Student76178,F,MTECH,52,97
76178,76179,Student76179,F,BTECH,21,76
76179,76180,Student76180,F,BTECH,89,75
76180,76181,Student76181,F,MTECH,100,58
76181,76182,Student76182,M,BTECH,40,95
76182,76183,Student76183,M,BBA,74,65
76183,76184,Student76184,F,MTECH,77,89
76184,76185,Student76185,M,BBA,38,82
76185,76186,Student76186,M,BBA,93,1
76186,76187,Student76187,F,MBA,38,75
76187,76188,Student76188,M,BTECH,38,95
76188,76189,Student76189,F,MBA,80,30
76189,76190,Student76190,M,MBA,57,1
76190,76191,Student76191,F,BTECH,15,63
76191,76192,Student76192,F,BTECH,12,65
76192,76193,Student76193,M,BTECH,3,86
76193,76194,Student76194,F,BTECH,61,5
76194,76195,Student76195,M,MBA,33,37
76195,76196,Student76196,F,MBA,63,67
76196,76197,Student76197,M,MTECH,18,30
76197,76198,Student76198,F,MTECH,11,44
76198,76199,Student76199,M,MTECH,52,92
76199,76200,Student76200,F,BTECH,38,38
76200,76201,Student76201,M,BBA,85,77
76201,76202,Student76202,F,MBA,51,51
76202,76203,Student76203,F,BBA,15,41
76203,76204,Student76204,F,MBA,48,100
76204,76205,Student76205,F,MTECH,20,7
76205,76206,Student76206,F,MTECH,58,74
76206,76207,Student76207,M,MTECH,47,90
76207,76208,Student76208,F,BTECH,90,28
76208,76209,Student76209,F,BBA,32,30
76209,76210,Student76210,M,BBA,57,75
76210,76211,Student76211,M,MBA,31,79
76211,76212,Student76212,M,MBA,58,4
76212,76213,Student76213,F,BBA,31,35
76213,76214,Student76214,F,BBA,19,11
76214,76215,Student76215,F,BTECH,45,73
76215,76216,Student76216,F,MTECH,70,74
76216,76217,Student76217,F,BTECH,70,96
76217,76218,Student76218,M,MTECH,11,69
76218,76219,Student76219,F,BBA,74,50
76219,76220,Student76220,M,MTECH,9,39
76220,76221,Student76221,M,MBA,51,30
76221,76222,Student76222,M,MBA,95,13
76222,76223,Student76223,M,BBA,56,5
76223,76224,Student76224,F,BBA,3,59
76224,76225,Student76225,M,MBA,10,60
76225,76226,Student76226,F,BTECH,70,92
76226,76227,Student76227,M,MTECH,82,27
76227,76228,Student76228,F,BBA,28,53
76228,76229,Student76229,M,MBA,6,68
76229,76230,Student76230,F,BBA,53,99
76230,76231,Student76231,M,BTECH,4,19
76231,76232,Student76232,M,MBA,57,53
76232,76233,Student76233,M,MBA,88,46
76233,76234,Student76234,F,MBA,14,53
76234,76235,Student76235,M,MTECH,13,5
76235,76236,Student76236,M,BTECH,52,27
76236,76237,Student76237,F,BTECH,42,88
76237,76238,Student76238,F,BTECH,27,66
76238,76239,Student76239,F,MTECH,46,47
76239,76240,Student76240,M,MBA,6,29
76240,76241,Student76241,F,BBA,83,37
76241,76242,Student76242,F,BBA,77,94
76242,76243,Student76243,F,MBA,43,87
76243,76244,Student76244,F,BTECH,33,25
76244,76245,Student76245,M,MBA,45,60
76245,76246,Student76246,F,BTECH,0,77
76246,76247,Student76247,F,MTECH,37,16
76247,76248,Student76248,M,BBA,97,39
76248,76249,Student76249,F,BBA,54,94
76249,76250,Student76250,F,MTECH,50,99
76250,76251,Student76251,M,BBA,0,29
76251,76252,Student76252,M,MBA,56,97
76252,76253,Student76253,M,BBA,8,33
76253,76254,Student76254,M,MTECH,14,7
76254,76255,Student76255,F,BBA,35,18
76255,76256,Student76256,F,MBA,8,18
76256,76257,Student76257,M,BTECH,52,16
76257,76258,Student76258,F,BBA,46,94
76258,76259,Student76259,F,MTECH,14,63
76259,76260,Student76260,F,MBA,95,6
76260,76261,Student76261,F,MTECH,38,86
76261,76262,Student76262,F,BTECH,14,16
76262,76263,Student76263,M,BBA,56,52
76263,76264,Student76264,M,MBA,36,62
76264,76265,Student76265,M,BTECH,7,12
76265,76266,Student76266,F,BBA,39,88
76266,76267,Student76267,F,MTECH,17,45
76267,76268,Student76268,M,MTECH,59,9
76268,76269,Student76269,M,BBA,63,85
76269,76270,Student76270,M,MTECH,64,55
76270,76271,Student76271,M,BTECH,67,84
76271,76272,Student76272,M,BBA,48,67
76272,76273,Student76273,F,MTECH,64,75
76273,76274,Student76274,F,MBA,55,77
76274,76275,Student76275,F,BTECH,49,83
76275,76276,Student76276,F,BBA,3,14
76276,76277,Student76277,M,MBA,64,43
76277,76278,Student76278,M,BBA,29,63
76278,76279,Student76279,M,MBA,70,24
76279,76280,Student76280,M,MTECH,23,83
76280,76281,Student76281,F,BTECH,26,29
76281,76282,Student76282,F,BBA,71,72
76282,76283,Student76283,M,BBA,27,45
76283,76284,Student76284,M,BBA,64,85
76284,76285,Student76285,F,BTECH,31,53
76285,76286,Student76286,M,MTECH,69,94
76286,76287,Student76287,M,BBA,59,68
76287,76288,Student76288,F,BBA,53,78
76288,76289,Student76289,F,BBA,47,81
76289,76290,Student76290,F,MBA,51,93
76290,76291,Student76291,M,MBA,28,91
76291,76292,Student76292,F,BBA,42,9
76292,76293,Student76293,F,BTECH,40,12
76293,76294,Student76294,M,MBA,99,26
76294,76295,Student76295,M,MTECH,100,88
76295,76296,Student76296,F,BBA,17,89
76296,76297,Student76297,F,MBA,2,67
76297,76298,Student76298,M,BBA,9,64
76298,76299,Student76299,F,BBA,5,45
76299,76300,Student76300,F,MBA,42,59
76300,76301,Student76301,M,BBA,11,41
76301,76302,Student76302,F,MTECH,45,38
76302,76303,Student76303,F,MBA,60,61
76303,76304,Student76304,M,BBA,16,50
76304,76305,Student76305,M,BTECH,52,56
76305,76306,Student76306,M,MTECH,64,17
76306,76307,Student76307,F,BBA,42,76
76307,76308,Student76308,M,BBA,26,100
76308,76309,Student76309,F,BTECH,59,83
76309,76310,Student76310,F,BBA,32,57
76310,76311,Student76311,F,BBA,50,35
76311,76312,Student76312,F,BBA,4,12
76312,76313,Student76313,M,MBA,62,70
76313,76314,Student76314,F,MBA,41,23
76314,76315,Student76315,M,BTECH,6,17
76315,76316,Student76316,M,MBA,27,56
76316,76317,Student76317,M,BTECH,4,82
76317,76318,Student76318,F,BTECH,59,86
76318,76319,Student76319,M,MBA,90,97
76319,76320,Student76320,F,BBA,8,39
76320,76321,Student76321,M,MBA,75,48
76321,76322,Student76322,F,MTECH,23,6
76322,76323,Student76323,M,BTECH,86,52
76323,76324,Student76324,M,BTECH,41,4
76324,76325,Student76325,M,BBA,30,85
76325,76326,Student76326,M,MBA,44,33
76326,76327,Student76327,F,MBA,44,78
76327,76328,Student76328,F,MBA,30,90
76328,76329,Student76329,M,BBA,51,15
76329,76330,Student76330,F,BTECH,88,81
76330,76331,Student76331,M,MBA,57,4
76331,76332,Student76332,F,BTECH,3,78
76332,76333,Student76333,F,MTECH,8,67
76333,76334,Student76334,M,BBA,12,10
76334,76335,Student76335,M,BBA,94,0
76335,76336,Student76336,M,MBA,26,68
76336,76337,Student76337,M,MBA,74,96
76337,76338,Student76338,F,MBA,47,1
76338,76339,Student76339,M,MTECH,5,98
76339,76340,Student76340,M,BBA,50,41
76340,76341,Student76341,F,BTECH,27,47
76341,76342,Student76342,M,MBA,49,77
76342,76343,Student76343,M,MTECH,81,91
76343,76344,Student76344,F,MBA,58,12
76344,76345,Student76345,F,BTECH,35,70
76345,76346,Student76346,M,MTECH,96,20
76346,76347,Student76347,F,MTECH,86,76
76347,76348,Student76348,M,BTECH,90,35
76348,76349,Student76349,M,MTECH,99,54
76349,76350,Student76350,F,MBA,90,46
76350,76351,Student76351,F,MTECH,30,64
76351,76352,Student76352,F,MBA,97,53
76352,76353,Student76353,F,BTECH,55,63
76353,76354,Student76354,F,MBA,96,17
76354,76355,Student76355,M,BBA,59,83
76355,76356,Student76356,M,BTECH,66,35
76356,76357,Student76357,M,MTECH,38,19
76357,76358,Student76358,M,MTECH,79,77
76358,76359,Student76359,F,MTECH,47,24
76359,76360,Student76360,M,BBA,69,96
76360,76361,Student76361,M,BTECH,26,15
76361,76362,Student76362,M,BTECH,23,6
76362,76363,Student76363,F,MTECH,39,56
76363,76364,Student76364,M,BTECH,4,23
76364,76365,Student76365,M,BBA,16,68
76365,76366,Student76366,F,MBA,38,57
76366,76367,Student76367,M,BBA,62,45
76367,76368,Student76368,M,BBA,37,79
76368,76369,Student76369,F,MBA,44,83
76369,76370,Student76370,M,BBA,18,86
76370,76371,Student76371,F,BBA,88,5
76371,76372,Student76372,F,BBA,0,46
76372,76373,Student76373,M,MBA,2,39
76373,76374,Student76374,M,BBA,36,87
76374,76375,Student76375,M,MTECH,76,78
76375,76376,Student76376,F,BBA,61,2
76376,76377,Student76377,F,BBA,64,8
76377,76378,Student76378,M,BTECH,68,42
76378,76379,Student76379,F,MTECH,100,75
76379,76380,Student76380,F,BTECH,10,79
76380,76381,Student76381,M,BBA,54,4
76381,76382,Student76382,F,MTECH,1,86
76382,76383,Student76383,M,BBA,85,87
76383,76384,Student76384,F,MTECH,20,95
76384,76385,Student76385,F,MTECH,51,14
76385,76386,Student76386,M,BTECH,43,18
76386,76387,Student76387,M,BTECH,41,81
76387,76388,Student76388,F,BBA,63,65
76388,76389,Student76389,F,MTECH,13,82
76389,76390,Student76390,M,BBA,91,93
76390,76391,Student76391,F,BBA,63,24
76391,76392,Student76392,F,MBA,67,14
76392,76393,Student76393,M,MTECH,38,29
76393,76394,Student76394,M,BBA,43,31
76394,76395,Student76395,F,BBA,75,92
76395,76396,Student76396,F,MBA,85,75
76396,76397,Student76397,F,BBA,11,16
76397,76398,Student76398,M,BTECH,7,65
76398,76399,Student76399,F,MBA,13,59
76399,76400,Student76400,F,BBA,15,17
76400,76401,Student76401,M,BTECH,34,50
76401,76402,Student76402,M,MBA,73,22
76402,76403,Student76403,F,BTECH,62,85
76403,76404,Student76404,F,MTECH,81,80
76404,76405,Student76405,F,MTECH,65,42
76405,76406,Student76406,M,BBA,60,56
76406,76407,Student76407,F,BTECH,72,8
76407,76408,Student76408,F,MTECH,80,10
76408,76409,Student76409,M,BBA,67,55
76409,76410,Student76410,M,BBA,40,61
76410,76411,Student76411,F,MBA,47,42
76411,76412,Student76412,M,BTECH,18,19
76412,76413,Student76413,M,BBA,82,87
76413,76414,Student76414,F,BBA,62,20
76414,76415,Student76415,F,BTECH,95,64
76415,76416,Student76416,M,BBA,46,61
76416,76417,Student76417,F,MTECH,59,13
76417,76418,Student76418,F,MTECH,16,81
76418,76419,Student76419,M,BBA,75,65
76419,76420,Student76420,M,MTECH,77,28
76420,76421,Student76421,M,BBA,35,10
76421,76422,Student76422,F,MTECH,2,60
76422,76423,Student76423,F,BBA,62,24
76423,76424,Student76424,M,MTECH,45,92
76424,76425,Student76425,F,BTECH,59,49
76425,76426,Student76426,F,MBA,82,69
76426,76427,Student76427,M,MBA,54,38
76427,76428,Student76428,M,BBA,5,43
76428,76429,Student76429,M,MTECH,71,63
76429,76430,Student76430,M,BBA,31,56
76430,76431,Student76431,M,BBA,88,34
76431,76432,Student76432,M,MTECH,83,32
76432,76433,Student76433,M,BTECH,98,84
76433,76434,Student76434,F,MTECH,99,78
76434,76435,Student76435,M,MTECH,31,23
76435,76436,Student76436,F,MBA,16,82
76436,76437,Student76437,F,MTECH,11,72
76437,76438,Student76438,M,MBA,26,38
76438,76439,Student76439,F,MBA,35,95
76439,76440,Student76440,F,MBA,69,54
76440,76441,Student76441,M,BBA,94,72
76441,76442,Student76442,M,BBA,67,32
76442,76443,Student76443,F,BTECH,1,89
76443,76444,Student76444,F,MBA,69,83
76444,76445,Student76445,F,BTECH,48,4
76445,76446,Student76446,M,MTECH,66,18
76446,76447,Student76447,F,MTECH,30,6
76447,76448,Student76448,F,MBA,91,90
76448,76449,Student76449,M,BBA,41,92
76449,76450,Student76450,M,BTECH,39,20
76450,76451,Student76451,F,MTECH,35,28
76451,76452,Student76452,F,BTECH,100,28
76452,76453,Student76453,M,BBA,43,24
76453,76454,Student76454,M,MTECH,10,65
76454,76455,Student76455,M,BBA,73,32
76455,76456,Student76456,F,BBA,71,74
76456,76457,Student76457,F,MTECH,24,32
76457,76458,Student76458,M,MTECH,49,80
76458,76459,Student76459,M,MTECH,15,66
76459,76460,Student76460,F,BTECH,30,30
76460,76461,Student76461,M,MBA,8,85
76461,76462,Student76462,M,BBA,58,20
76462,76463,Student76463,M,MBA,58,98
76463,76464,Student76464,M,BTECH,7,14
76464,76465,Student76465,M,BBA,35,95
76465,76466,Student76466,F,MBA,96,63
76466,76467,Student76467,F,BTECH,53,80
76467,76468,Student76468,M,BBA,55,0
76468,76469,Student76469,F,MTECH,67,65
76469,76470,Student76470,M,MTECH,27,55
76470,76471,Student76471,M,MTECH,68,19
76471,76472,Student76472,M,BBA,47,87
76472,76473,Student76473,F,BBA,84,63
76473,76474,Student76474,M,BBA,43,72
76474,76475,Student76475,M,BBA,85,90
76475,76476,Student76476,F,MTECH,6,59
76476,76477,Student76477,F,BTECH,47,49
76477,76478,Student76478,F,MBA,77,12
76478,76479,Student76479,F,BBA,40,1
76479,76480,Student76480,F,BTECH,60,69
76480,76481,Student76481,F,BTECH,39,92
76481,76482,Student76482,M,BBA,7,80
76482,76483,Student76483,M,BTECH,2,34
76483,76484,Student76484,M,BBA,27,87
76484,76485,Student76485,F,MBA,44,88
76485,76486,Student76486,F,MBA,33,43
76486,76487,Student76487,F,MTECH,39,53
76487,76488,Student76488,F,BBA,34,43
